title,label
 Grandma Will Have To Pay More Than $20k A Year For Insurance Under GOP Bill,FAKE
 Eric Trump Claims That Democrats Are “Not Even People” To Him In Fox News Interview (VIDEO),FAKE
U.S. congressman to resign after report alleged he asked woman to have an abortion,TRUE
German industry says vulnerable to Russia sanctions fall-out,TRUE
 Even Undocumented Immigrants Pay More Income Taxes Than Donald Trump,FAKE
"Senate slaps new sanctions on Russia, putting Trump in corner",TRUE
 Trump: ‘Most People’ Would Commit Treason Like My Son If Given The Opportunity (VIDEO),FAKE
" Trump Gets HUMILIATED By His Own Joint Chiefs, Contradict His Transgender Ban",FAKE
 Elijah Cummings Called Trump Out To His Face And Here’s The Pathetic Way Trump Tried To Spin It,FAKE
 WATCH: Morning Joe Hosts Urge Republicans To Abandon Trump After FBI Director Comey’s Testimony,FAKE
" Secret CIA Report Shows Russia Hacked Both Parties, ONLY Released Dem Data To Help Trump (VIDEO)",FAKE
 WATCH: Joy Reid Warns That Trump Is Going to Cause Terrorist Attacks Around The World,FAKE
Trump acknowledges he is under investigation in Russia probe,TRUE
" Tomi Lahren Blasts ObamaCare, Admits She’s Still On Parents’ Health Insurance [VIDEO]",FAKE
U.S. Congress' Russia probes expand to Trump's personal lawyer: ABC News,TRUE
Trump arrives in Philippines for Asian leaders' summit,TRUE
U.S. Congress to seek new tax incentives for Puerto Rico rebuilding,TRUE
U.S. military says no orders yet to create safe areas for refugees,TRUE
New York Governor Cuomo says will invest more in renewables to add jobs,TRUE
U.S.'s Mattis says eyeing provocative Iran actions after Trump speech,TRUE
"NFL policy on anthem kneeling unchanged, despite Trump rebuke",TRUE
"Trump hits back at Clinton, with a golf ball, on Twitter",TRUE
 Stephen King BLASTS Republicans Cozying Up To Putin Since He Hacked The Election For Them (TWEETS),FAKE
" As Trump Collapses, Team Clinton Makes A HUGE New Move To Crush The GOP",FAKE
"U.S. watching piracy increase off Somalia, sees ties to famine",TRUE
 Trump Has Ruined His Own Name So Badly His Hotels Resort To DRASTIC Steps To Bring In Business,FAKE
 Van Jones Unapologetically Calls Donald Trump A ‘Superpredator’: ‘He’s Confessing To Sexual Assault’ (VIDEO),FAKE
Greek archaeologists clear way for Hellenikon resort,TRUE
 Obama Has A POWERFUL Message For Democrats In Despair About Trump Win (VIDEO),FAKE
 Mitch McConnell Takes Aim At Trump For Praising Nazis,FAKE
 Russian Lobbyist Blows Jeff Sessions’ Story Right Out Of The Water,FAKE
"U.S. senators reach bipartisan deal on Obamacare, Trump indicates support",TRUE
Special election to replace Conyers to be held Nov. 2018: governor,TRUE
 Protests Erupt In Charlotte After Cops Kill Disabled Black Man Who Was Reading A Book In His Car,FAKE
 WATCH: One Of Trump’s Biggest Supporters Is Outed As A Complete Fraud On The Air,FAKE
 Trump: I Couldn’t Have Divided America Because ‘I’m Not President Yet’ (VIDEO),FAKE
Ryan says 'getting really close' to U.S. government funding deal,TRUE
"Cruz says consumer choice, health savings accounts in Senate bill",TRUE
" Trump Just Met With Airline Execs, RUINS Meeting With INSANELY Unpresidential Rant (VIDEO)",FAKE
North Korean defector pushes diplomatic solution in U.S. Congress,TRUE
" Airlines Immune From Price Gouging Laws In Florida, Royally Screwing Evacuees",FAKE
House panel probing private email use by White House aides,TRUE
 Hillary’s Worst Enemy Just Endorsed Her Because Trump Is THAT Bad,FAKE
" Trump Wets His Pants Over Bob Corker Again, Corker Alerts The White House Daycare Staff",FAKE
 Obama Just Completely F*cked Over Trump’s ‘Muslim Registry’ Plan,FAKE
" New Study Proves That Trump Supporters Are Racist, Infuriated By Black People (IMAGE)",FAKE
U.S. veterans to Trump: Save bank customers' rights to sue,TRUE
Trump visits wounded U.S. service members at military hospital,TRUE
" Fox News F*cks Up, Airs Interview That Might Actually Get Trump Impeached (VIDEO)",FAKE
 Trump Just Asked For The Public’s Opinion. A Former Obama Official Had The PERFECT Response (IMAGE),FAKE
Russia's Lavrov says hopes Syria strikes won't irreparably hurt U.S. ties,TRUE
 EXPOSED: Trump Staffers Feed Him A Steady Diet Of Fake News (DETAILS),FAKE
Charges dropped against woman who laughed at Trump nominee Sessions,TRUE
 Man In ‘I Stand For The National Anthem’ Shirt Thinks American Flag Is A Lawn Chair,FAKE
White House says will work with Rubio on child tax credit,TRUE
"Trump's FBI pick vows independence, says Russia probe no 'witch hunt'",TRUE
Rep. Conyers steps down from committee while lawmakers probe harassment allegations,TRUE
Trump officials under fire over vague tax proposals,TRUE
 Campaign In Damage Control Mode After Trump Jr. BUSTED Joking About Holocaust (AUDIO),FAKE
Ryan says Obamacare mandate repeal on table in tax debate: Fox News Sunday,TRUE
 Democrats Just CRUSHED A Bunch Of Republicans In Illinois Because Of Backlash Against Trump,FAKE
 ‘He’s Not Doing What I Thought’: Voters Pissed Off Over Wasting Their Vote On Trump (VIDEO),FAKE
Trump orders probe of China's intellectual property practices,TRUE
Democratic senator tussles with U.S. Treasury secretary over communication,TRUE
Who are Paul Manafort and Rick Gates?,TRUE
 Trump Finally Found A Book He Can ‘Read’ And The Internet Can’t Stop Laughing At Him,FAKE
 Alec Baldwin Trolls Trump With Offer To Perform At His Inauguration And It’s AMAZING,FAKE
 WATCH: Watergate Reporter Says Trump Lies And Denies Facts More Than Richard Nixon Ever Did,FAKE
"Trump declares end to 'war on coal,' but utilities aren't listening",TRUE
EU ready for climate leadership in case of U.S. withdrawal from Paris deal,TRUE
U.S. lawmakers seek more information from Trump son-in-law Kushner in Russia probe,TRUE
 Foreign Governments Have Been Giving Elections To Republicans For Decades,FAKE
" Trump’s Atty. Gen. Pick LIES About His Civil Rights Record, REAL Civil Rights Lawyers CRUSH Him",FAKE
Congressional Democrats back Harvey aid with three-month debt limit increase,TRUE
Highlights: The Trump presidency on March 21 at 6:14 p.m. EDT,TRUE
Congressman Conyers faces mounting pressure to resign,TRUE
" WATCH: Texas Pastor Angers Parents, Tells Children That Santa Isn’t Real While Trying To Indoctrinate Them At A Mall",FAKE
Special Counsel Mueller produces evidence that Manafort drafted op-ed,TRUE
EU could respond to 'market distortions' if U.S. quits climate pact: Schulz,TRUE
Senator Collins says undecided on final tax bill vote,TRUE
" Trump Just Threw A Colossal Hissy Fit On Twitter, Now He Looks More Incompetent Than Ever (TWEETS)",FAKE
" Charlie Sheen Sends SHOCKING Message About Trump, Twitter Practically EXPLODES (TWEETS)",FAKE
Trump tax cut plan gains momentum after U.S. budget vote,TRUE
"Trump misunderstood MIT climate research, university officials say",TRUE
Senators propose legislation to protect special counsel from Trump,TRUE
 Dan Rather Says What Every Person With A Moral Compass Is Thinking Regarding Sean Spicer & Trump,FAKE
"'You were my guy,' Trump told Macron, French official says",TRUE
Banks won't be allowed to do business with both U.S. and North Korea: Mnuchin,TRUE
 Trump Whines Like A Baby In Defense Of Russia Again And Gets OBLITERATED On Twitter,FAKE
Trump lifts Cyber Command status to boost cyber defense,TRUE
Trump Jr. told Russian government behind effort to help father's campaign: NY Times,TRUE
U.S. lobbyist Tony Podesta leaves firm amid  Manafort probe,TRUE
Senate committee advances bill easing banking regulations,TRUE
 Trump’s Version Of Firing James Comey Was Just Blown Out Of The Water,FAKE
 RNC Chair’s Comment Reveals Why Republicans May Never Turn On Trump,FAKE
 Obama Just Made A VERY Powerful Statement About Trump’s Attempts To Repeal Obamacare (VIDEO),FAKE
" IT’S OFFICIAL! The FBI Confirms CIA’s Findings On Russian Hackings, Trump Has No More Excuses",FAKE
 Federal Judge Blows Lid Off Trump’s Biggest Complaints About Obamacare,FAKE
 Trump Just SLAMMED U.S. Shut To Far More Than Refugees – Worldwide Chaos Reigns,FAKE
 WATCH: Nicolle Wallace CALLS OUT Dangerous Trump For Bullying Journalists,FAKE
" The White House Just Tried To Pretend Trump Was WINNING, IMMEDIATELY Regrets It (DETAILS)",FAKE
 Trump Once Tried To FORCE His Wife To Be Playboy’s Centerfold,FAKE
" Jon Stewart Returned To CRUSH Trump With Colbert, And It Was SPECTACULAR (VIDEO)",FAKE
Deficit worries complicate path for Republican tax cuts,TRUE
 Ben Carson Just Called Slaves ‘Immigrants’ As Part Of Anti-Immigrant Speech (VIDEO),FAKE
"Trump greenlights Keystone XL pipeline, but obstacles loom",TRUE
 Trump HUMILIATES Republicans In Latest Hissy Fit After Siding With Democrats On Debt Ceiling,FAKE
" Poll: Clinton Leads Trump By 10 Points, Obama’s Approval Rating Skyrockets",FAKE
Russia says Moscow visit by U.S.' Tillerson scheduled for next week: Interfax,TRUE
Trump's not-so-quick fix to undo Obamacare,TRUE
 WATCH: GOP Rep. Steve King Just Dropped A BOMBSHELL Admission About Trump’s Wiretapping Claims,FAKE
Republican Senator Collins likely 'yes' vote to advance tax reform,TRUE
Two more women accuse Senate candidate Moore of sexual misconduct,TRUE
 Old Man On Vacation Angrily Live-Tweets Show He ‘Never Watches’,FAKE
"Despite Trump vow to end catch and release, he is still freeing thousands of migrants",TRUE
Supreme Court has option to duck travel ban ruling,TRUE
Highlights: The Trump presidency on April 13 at 9:30 P.M. EDT/0130 GMT on Friday,TRUE
Trump says 'things will work out fine' between U.S. and Russia,TRUE
 Trump Goes COMPLETELY Off The Rails Over Hillary’s Emails And Takes All His Followers With Him,FAKE
 Giuliani’s PATHETIC Excuse For Trump’s Bragging About Sexual Assault Will Disgust You,FAKE
Treasury Secretary Mnuchin was sent gift-wrapped box of horse manure: reports,TRUE
 Trump Just Issued A New But Utterly USELESS Threat On Endangered Trumpcare Bill,FAKE
Pelosi says Democrats will not back short-term funding bill on Thursday,TRUE
 Despicable Trump Suggests Female Senator Would ‘Do Anything’ With Him For Campaign Money (TWEET),FAKE
 This Poll Shows EXACTLY How Much Americans Detest Trump,FAKE
 Ivanka Trump Legally BARRED From Participating In Any Trump Businesses,FAKE
 MAJOR Trump Donor Says Rape is Just ‘Regret’,FAKE
Factbox: Republican U.S. senators to watch in the debate on the tax bill,TRUE
 Beloved NBA Coach Openly Calls Trump A Dangerous Liar (DETAILS),FAKE
" Donald Trump Just Got Humiliated By The DICTIONARY Again, And It’s F*cking EPIC (TWEETS)",FAKE
 WATCH: Anderson Cooper BEATS DOWN Trump Campaign Manager For Being A Hypocrite,FAKE
 Trump’s Attorney General Pick Thinks Kids With Disabilities Are Dragging Public Schools Down,FAKE
 WATCH: Trump Supporter Gets Totally CRUSHED By Robert Reich For Defending Anti-Labor Cabinet Pick,FAKE
 New Report Says Trump Destroyed Scaramucci’s Marriage,FAKE
 Not A Single D.C. Public School Marching Band Will Participate In Trump’s Inauguration,FAKE
 Putin Breaks Up With Trump In HUMILIATING Public Split: He Is ‘Not My Bride’,FAKE
 BOMBSHELL: Trump Is Being Investigated By SIX Intelligence Agencies For Illegal Cash Payments From Putin,FAKE
Senate gives limited resources to Russia election-meddling probe,TRUE
Republican unity on U.S. tax overhaul shows sign of fraying,TRUE
Democratic opposition to U.S. high court nominee grows,TRUE
 Kellyanne Conway Shamelessly Begs For Money As Trump Transition Team Goes Broke,FAKE
Factbox: What is in Republican tax bill? Here is the framework,TRUE
Democratic attorneys general seek to intervene in Obamacare case,TRUE
Japan PM urges North Korea to refrain from more provocative actions,TRUE
 CNN’s Reza Aslan Just Tore Into Trump’s Bigotry Big League; It’s GLORIOUS (TWEETS),FAKE
White House says existing sanctions against Russia are effective,TRUE
 Trump Press Sec. Claims Inaugural Numbers Were Biggest EVER – Gets RIPPED APART (VIDEO),FAKE
Trump said firing Comey relieved 'great pressure': New York Times,TRUE
 Trump Just Got Called Out As ‘Threat To Democracy’ By Admiral Who Oversaw Killing Of Bin Laden,FAKE
"Tillerson urges Iraq, Kurds to resolve conflict through dialogue",TRUE
"U.S. attack will not lead to military escalation, says pro-Damascus official",TRUE
 BREAKING: House Democrat Moves On Impeachment For Trump (DETAILS),FAKE
 Here Are 12 Tweets Trump DEFINITELY Regrets Sending,FAKE
 Florida Student In Deep Sh*t After Trying To Sell Black Classmates Into Slavery On Craigslist,FAKE
 Trump’s Wealthcare Plan Set To FAIL As Yet Another Republican Breaks Ranks,FAKE
 BREAKING: Comey Was Troubled By Evidence Of ‘Collusion With Russia’ When Trump Fired Him,FAKE
Vatican would see U.S. Paris deal exit as slap in face: official,TRUE
 Trump Just Told His Most INSANE Inauguration Lie Yet And Is Getting Torn APART For It (TWEETS),FAKE
 Trump’s TIME Interview Is The Most Batsh*t F*cking Insane Thing You’ll Ever See,FAKE
Trump to announce terrorism list decision on North Korea next week: White House,TRUE
House Republican tax chief to huddle with Democrats,TRUE
" Harry Reid UNLEASHES Anti-Trump Rant On Senate Floor, Calls Him A ‘Human Leech’ (VIDEO)",FAKE
U.S. Treasury sees business taxes as fruitful ground for bipartisan deal,TRUE
" Trump Accuses Qatar Of Funding Terrorism, Sells Them $12 Billion Worth Of Weapons",FAKE
 Trump Fans Are Crying In Their Milk After Their Hero Breaks Yet Another Promise To Them (TWEETS),FAKE
 Germany’s President Joins Chancellor Merkel In Sharp Criticism Of ‘Irritating’ Trump,FAKE
 WATCH: President Obama ZINGS The Hell Out Of Trump On Jimmy Kimmel,FAKE
" Trump Decides To Gut United Nations Funding By 50 Percent, Embarrassing And Endangering America On The World Stage",FAKE
 This Writer HILARIOUSLY Pranked Trump After Tricking The GOP Candidate Into Following Him (TWEETS),FAKE
 Even Trey Gowdy Thinks Trump’s Wiretap Conspiracy Is Crazy,FAKE
Maryland lawmakers pass bill to curb immigration enforcement,TRUE
Alexandria police chief says five people taken to hospitals after shooting,TRUE
"Under investigation, chairman of House Russia probe steps aside",TRUE
 ‘Lunatic’: Huge Backlash From Lawmakers After Trump’s ‘Wiretap’ Accusations,FAKE
Justice Department to create post overseeing asset forfeiture program,TRUE
 Roy Moore Supporting Republican LOSES It After Being Called An Extremist,FAKE
FBI director nominee Wray earned $9.2 million in law practice last year,TRUE
Senate panel votes to advance tax bill,TRUE
Top Senate Republican expresses optimism on healthcare bill after Trump meeting,TRUE
 Trump’s Own Diversity Council Member Fact-Checks Him On DACA: ‘He’s A Liar’ (VIDEO),FAKE
"Exclusive: While advising Trump in 2016, ex-CIA chief proposed plan to discredit Turkish cleric",TRUE
Difficult to cut U.S. corporate tax rate below 26 percent: study,TRUE
 Trump LITERALLY Picks A Friend Of Vladimir Putin To Be Secretary Of State,FAKE
"'You're wrong', Tillerson says of reports he will be fired",TRUE
"Trump on Twitter (Dec 21) - Tax Cuts, Home sales",TRUE
 Clay Aiken Says He Was A ‘F*****g Dumbass’ For Thinking Trump Wasn’t Racist,FAKE
 WATCH: Trump Campaign Manager Blames Women For Rape,FAKE
U.S. senators seek lifetime ban on ex-Congress members lobbying,TRUE
Former intelligence chief Clapper: Comey was uneasy with Trump dinner - MSNBC,TRUE
 Grab Popcorn: Trump’s About To Have A Twitter Fit Over His ‘Record’ Approval Rating (TWEETS),FAKE
 Donald Trump Gets HUMILIATED In The Most Epic Way By A Muslim U.S. Marine,FAKE
Trump commutes fraud sentence of kosher meatpacker,TRUE
Trump wins Scottish golf course privacy rights case,TRUE
 Kansas Tea Party Governor Gets His A** Handed To Him As Republicans Vote To Reverse Disastrous Tax Cuts,FAKE
U.S. would slash EPA vehicle testing budget under Trump plan,TRUE
"In Afghan review, Trump's frustration carries echoes of Obama years",TRUE
 Trump Just Said Hillary Is The Reason He’s Branded As A Sexual Predator,FAKE
 Trump Supporter Threatens Montel Williams So He Publicly Humiliates Her Into Oblivion,FAKE
 CNN Just Told Kellyanne Conway To Go F*ck Herself In The BEST Way Possible (TWEETS),FAKE
 Trump Just Praised Republicans For Stripping Healthcare From Millions And Got TORCHED By Pissed Off Americans,FAKE
"In rare public speech, Obama decries Republican healthcare bill",TRUE
Democrats win bitter Virginia governor's race in setback for Trump,TRUE
NSA collected Americans' phone records despite law change: report,TRUE
Mattis visits Seoul for defense talks as tensions climb,TRUE
 The Internet Can’t Stop Laughing After Sean Spicer Says Trump Is ‘Tough On Russia’,FAKE
Exclusive: Republican U.S. tax framework sets 20 percent corporate rate,TRUE
U.S. Treasury adds cash management measures due to debt limit,TRUE
 Trump’s Justice Dept. Realizes Prosecuting Woman For Laughing Is Stupid – Drops Case Entirely,FAKE
U.S. lawmakers seek more visas for Afghans who helped U.S. forces,TRUE
U.S. Chamber of Commerce backs Republican healthcare bill,TRUE
 Danny Glover Is ‘Appalled’ That Trump Is Time Magazine’s Person Of The Year,FAKE
New York attorney general says will sue over Obamacare repeal,TRUE
"U.S. ""probing"" to see if North Korea interested in dialogue: Tillerson",TRUE
Sidelined healthcare lobby stymies Republican healthcare effort,TRUE
 Trump Gets SKEWERED For Trying To Take Credit For Investment Ford Planned In 2015,FAKE
 Democratic Leader Nancy Pelosi Demands Sessions Resign Over Russian Perjury,FAKE
Trump admin willing to work with Congress on war authorization: lawmakers,TRUE
 WATCH: Trump Makes Lame Attempt To Lecture His Fans And It Backfires HILARIOUSLY,FAKE
"In Iraq, Trump's son-in-law, Jared Kushner, upbeat on Mosul",TRUE
Exclusive: Majority of Americans support transgender military service - poll,TRUE
 Top Trump Advisor Exposed As Member Of Nazi Group – AND He Violated Immigration Laws: Report,FAKE
 Trump’s Response To USS John S. McCain Collision Was Just Heartless,FAKE
 Leaked Script Shows Just How Terrified The GOP Is About Trump Actually Talking To Black People,FAKE
Republican makes first move to work with Democrats on healthcare,TRUE
Senators say effort to protect 'Dreamers' making progress,TRUE
"Trump, Macron agree to work together on North Korea: White House",TRUE
Democratic Party says special counsel needs full control of Russia probe: statement,TRUE
Senate Republican whip says expects tax reform budget to pass,TRUE
"Trump says rich might pay more in taxes, talks with Democrats",TRUE
U.S. tax debate employing more than half of Washington's lobbyists: report,TRUE
 Trump Supporter Preparing For ‘WAR’ If Hillary Wins,FAKE
 Trump Just Told Prince Charles To Eat Sh*t For An Absolutely RIDICULOUS Reason,FAKE
 Trump Gives Press Credentials To A Racist Blog That LITERALLY Publishes Fake News,FAKE
 Eric Trump Sent Fundraising Email Showing Trump Winning–There’s Just One Problem,FAKE
Trump administration defends travel ban in Supreme Court brief,TRUE
 WATCH: Reporter Calls Kellyanne Conway And Her Lies ‘The Darkness’ – Her Reply Is INSANELY Ironic,FAKE
 A Top Republican Really Just Blamed Obama For The GOP Baseball Shooting (VIDEO),FAKE
Development aid cannot be part of defense spending: NATO's Stoltenberg,TRUE
Trump budget would slash cleanup of hazardous waste sites by 30 percent,TRUE
Draft Senate Iran legislation sets tough new U.S. terms for deal,TRUE
 Trump To Give HUGE F**K You To States Hillary Won By Taking A Literal Ego Trip,FAKE
Civil rights group sues in U.S. court over immigration detention,TRUE
House caucus leader says looking at essential benefits amendment,TRUE
"U.S. industry seeks faster permits, simpler rules in Trump regulation reset",TRUE
Trump signs order aimed at upgrading government cyber defenses,TRUE
Mnuchin warns of tax reform delay following healthcare setback: FT,TRUE
 Paul Ryan Makes PERFECT Argument For Medicare For All; Dumbass Didn’t Even Realize (TWEETS),FAKE
"Despite undiplomatic discourse, Trump's dance card is full",TRUE
" The Senate Banking Committee Held An Equifax Hearing, And The Monopoly Man Showed Up",FAKE
 Christians Can Now Discriminate Against LGBT Parents Hoping To Adopt In Texas (DETAILS),FAKE
Chicago launches ad campaign to counter Trump's immigration efforts,TRUE
Paul Ryan sees common ground with Trump budget plan,TRUE
Illinois gets June 20 deadline to boost Medicaid funding,TRUE
 Trump Laughably Claims He Knows More About Cyber Attacks Than The CIA,FAKE
Tillerson says no truth to reports that he is being replaced,TRUE
Trump urged Washington to stop bank mergers in 2004 letter,TRUE
 Senate Dems Now Have The Votes To F*ck Gorsuch’s SCOTUS Nomination (DETAILS),FAKE
Trudeau defends Canada's dairy system against Trump protectionist charge,TRUE
 The United States Government Has Told Trump To Go F*CK Himself,FAKE
 Sean Spicer Finally Admits Obama Probably Didn’t Spy On Trump Through ‘Microwaves’ (VIDEO),FAKE
Exclusive: Moscow lawyer who met Trump Jr. had Russian spy agency as client,TRUE
 Republicans Humiliated As John McCain Slams Their Latest Attempt To Repeal Obamacare (VIDEO),FAKE
 Trump Takes His Voter Fraud Conspiracy To A TERRIFYING New Level,FAKE
Trump says 'something could happen' on climate accord,TRUE
California lawmakers approve landmark extension to climate policy,TRUE
 Trump State Campaign Chair In Hot Water For Trafficking A Kid For Sex (DETAILS),FAKE
 BREAKING: Evidence Trump Colluded With Russia Is Now ‘More Than Circumstantial’ (DETAILS),FAKE
 Trump Insists His Muslim Ban Has Been ‘Going Smoothly’ (VIDEO),FAKE
"Trump skips East Asia leaders Summit, sends Tillerson instead",TRUE
New Russian envoy describes 'warm' meeting with Trump: agencies,TRUE
 A&E Cancels KKK Documentary After It’s Revealed Producers PAID Racists To Be In It,FAKE
"Russia, commenting on Manafort charges, says U.S. should further investigate Ukrainian links: RIA",TRUE
 Trump Jr. Was Told Before Meeting That Putin Wanted To Help His Daddy Win,FAKE
U.S. Senate to vote on Montenegro's NATO membership,TRUE
House panel spars over self-driving car rules,TRUE
 JK Rowling Is Absolutely Destroying Piers Morgan For Being A Sniveling Trump Groveler (TWEETS),FAKE
" Federal Judge Tells Anti-Vaxxers To Go F*ck Themselves, Upholds Strict California Vaccination Law",FAKE
Senate confirms Trump's agriculture secretary,TRUE
"Putin, Trump to discuss North Korea on Tuesday: IFX cites Kremlin aide",TRUE
"Comey says Trump told him, 'I need loyalty. I expect loyalty'",TRUE
"As Republicans aim to ride economy to election victory, a warning from voters in key district",TRUE
Obamacare exploding? Maybe just a slow burn,TRUE
Factbox: Republicans to watch in U.S. Senate tax bill fight,TRUE
 Pastor Goes Full Y’all Qaeda Defending Roy Moore: He Only Wanted Teen Girls For Their ‘Purity’,FAKE
 Kellyanne Conway Says Private D.C. Schools Want Her Kids As Much As We Want Trump – They Don’t,FAKE
 Corrupt Republican Blames ‘Deep State’ For His Arrest After Stealing Charity Money,FAKE
 BREAKING: House Dems Demand ‘Emergency’ Meeting With DHS Over Trump’s Bigoted Muslim Ban,FAKE
BlackRock fees in limbo over donation to U.S. presidential candidate,TRUE
 CNN Panel On Melania’s Cyberbullying Stance: ‘Talk To Your Husband’ (VIDEO),FAKE
Trump says trade gap will make China meeting 'a very difficult one',TRUE
Bernie Sanders urges progressives to seek more electoral wins,TRUE
 Anderson Cooper Just Smacked Kellyanne Conway Around For A Half Hour Straight (VIDEO),FAKE
U.S. Senate panel targets Chinese banks with North Korea sanctions,TRUE
"Trump says he is considering quotas, tariffs on Chinese steel dumping",TRUE
Bill could make Congress members liable for harassment payouts,TRUE
 Trump Jr. Forced To Admit To Meeting With Shady Russian Lawyer During 2016 Campaign (DETAILS),FAKE
Trump to nominate former Senate aide Peirce for SEC commissioner,TRUE
" CNN And MSNBC Destroy Trump, Black Out His Fact-Free Tax Reform Speech (TWEET)",FAKE
 Trump Fans Threaten Jewelers Who Donated Ivanka Money To Hillary: ‘Karma’s A B*tch!’,FAKE
 GOP Rep. Says People Could Use Bales Of Marijuana To Smuggle Nukes Into The Country (VIDEO),FAKE
Trump's 'fire and fury' North Korea remark surprised aides: officials,TRUE
" Sarah Palin Gets OWNED For Sucking Up To Julian Assange, Whom She Once Called A ‘Terrorist’",FAKE
 WATCH: Colbert HILARIOUSLY Portrays Trump As A Little Girl And The Internet Is Laughing Out Loud,FAKE
Jones certified U.S. Senate winner despite Moore challenge,TRUE
 Lifelong Republican Arnold Schwarzenegger TERMINATES The GOP Over Trump,FAKE
 Trump Willing To Discuss Solar Powered Border Wall If Everyone Agrees It Was His Idea,FAKE
 ISIS Fighters Celebrate Trump’s Victory Because He Is The ‘Beginning’ Of America’s Destruction,FAKE
Most American voters support limited travel ban: poll,TRUE
Trump ally Bannon campaigns for Moore in Alabama,TRUE
 GOP Senator Whines Because Notre Dame Students Weren’t Nice Enough To Uber Bigot Mike Pence,FAKE
" This 50s TV Show Predicted Trump, With A Man Named ‘Trump’ Who Wanted To Build A Wall (VIDEO)",FAKE
Trump's son-in-law launches Middle East peace effort,TRUE
 Trump Just Got Owned HARD By McDonald’s Twitter Account And The Internet Is ‘Lovin’ It’ (SCREENSHOTS),FAKE
" NYPD Official Sick Of Trump’s Costs To City, Wants Him To Vacate Trump Tower (DETAILS)",FAKE
ITG's Selway drops out of running for key SEC job,TRUE
 Republican Asks Trump To Roll Back Protections Against Rape On College Campuses,FAKE
Republican leader plans Senate vote on healthcare next week: media,TRUE
China says it will defend interests if U.S. harms trade ties,TRUE
Former FBI chief's ire over Trump laid bare in testimony,TRUE
Republicans try to pick up the pieces after healthcare defeat,TRUE
U.S. charges two with bribing African officials for China energy firm,TRUE
 WATCH: Trump Supporter Sits In Silent Humiliation After Being SCHOOLED By Van Jones On Russia,FAKE
 Trump’s FCC Makes Major Move To Put His Propaganda On Every American TV,FAKE
"Trump team wants more NAFTA access for U.S. goods, services: lawmakers",TRUE
Senate leader says he's confident of deal to keep government open after Dec. 22,TRUE
" Reporter Destroys Trump’s Homeland Security Advisor On Climate Change, This Is Brilliant (VIDEO)",FAKE
 Trump Cancels Trip To Israeli Historic Site After Authorities Say He Can’t Land His Helicopter On It,FAKE
China's Xi reiterates commitment to resolving North Korea issue via talks: Xinhua,TRUE
 Trump Staffers Are SO TERRIFIED Of Trump That They’re Using Secret Chat App To Avoid His Wrath,FAKE
 Trump Made MILLIONS Renting Space To Iranian Bank That Supports Terrorism (DETAILS),FAKE
 Unhinged Trump Supporter Holds Children AT GUNPOINT Over Damaged Trump Sign (VIDEO),FAKE
 WATCH: Trump Campaign Manager REFUSES To Answer This Simple Birther Question,FAKE
 NY Daily News Runs Most Explosive Trump Cover Yet; Says What We’re All Thinking (IMAGE),FAKE
'Bobby Three Sticks' Mueller to probe Russia-Trump imbroglio,TRUE
 Trump’s Russia Connection Says US Troops Lives Are In Danger,FAKE
" Instead Of The Middle East, Trump Sent His Terrorism Taskforce To The Midwest; Why?",FAKE
Trump could target 'carried interest' tax loophole: official,TRUE
 One Of Trump’s Biggest Supporters Turning; Says He’s Waking Up In A Nightmare (AUDIO),FAKE
 Very Suspicious Smoke Is Billowing Out Of Closing Russian Consulate,FAKE
The Trump economy in seven charts,TRUE
 Four Top Law Firms REFUSE To Represent Deadbeat Trump In Russia Probe,FAKE
 Conway: Mexico Won’t Pay For The Wall Because They Want To Keep Drugs ‘Pouring’ Into America (VIDEO),FAKE
Treasury's Mnuchin says no tax cut for wealthy,TRUE
Trump takes center stage in fractious Senate race in Alabama,TRUE
Trump administration tells court law does not ban bias against gay workers,TRUE
 WATCH: Right-Wing Pastor Falsely Credits Trump For Saving The Auto Industry In 2008,FAKE
"Ex-U.S. Attorney Bharara, fired by Trump, joins NYU law school",TRUE
Trump tax plan may produce some short-term budget issues: Mnuchin,TRUE
 ‘I Don’t Rent To N*****s’: Smoking Gun Proves Trump Family Racism (VIDEO),FAKE
Trump presses China on North Korea ahead of Xi talks,TRUE
 Trump F*cks Himself By Admitting Russia Interfered With 2016 Election To Help Him Win,FAKE
 WATCH: Trump Supporter Lynches Hillary Doll At Rally During Trump’s Appeal To Black Voters,FAKE
" Trump Just Sent A MAJOR F*ck You To The Supreme Court, CONFIRMS His Own Incompetency (DETAILS)",FAKE
Senators criticize Trump's information shut-out to Democrats,TRUE
" ‘Calexit’ Is Really A Thing, Might Mean Actual Secession (DETAILS)",FAKE
Feuding Trump aides meet and agree to end 'palace intrigue': source,TRUE
New York mayor criticized for proposed limits on legal aid to immigrants,TRUE
Special counsel Mueller asks White House for Flynn documents - New York Times,TRUE
"Factbox: Trump on Twitter (Oct 1) - Rex Tillerson, Puerto Rico",TRUE
 70-Year-Old Man Reportedly Has ‘Cabin Fever’ After Only One Month On New Job,FAKE
Trump says China could have hacked Democratic emails,TRUE
 Sarah Palin Gets Annihilated On Twitter For Whining About Elizabeth Warren Using ‘Fight Like A Girl’ Line,FAKE
 The Look On The Japanese Leader’s Face After Meeting With Trump Says Everything (VIDEO),FAKE
